,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blueprint Name,Best Price,Outer Ring,The Forge,The Citadel,Black Rise,Molden Heath,Heimatar,Metropolis,Tash-Murkon,Devoid,The Bleak Lands,Domain,Kador,Aridia,Kor-Azor,Genesis,Sinq Laison,Everyshore,Solitude,Placid,Essence,Verge Vendor,Derelik,Khanid,Syndicate,Venal,Curse,Lonetrek,Great Wildlands,Stain
Survey Networks 4 Blueprint,"1,000,000,000.00",,"1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00",,"1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00",,"1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00",,,,,,"1,000,000,000.00",,
Advanced Logistics Network Blueprint,"1,000,000,000.00",,"1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00",,"1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00",,"1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00",,,,,,"1,000,000,000.00",,
Cynosural Suppression Blueprint,"1,000,000,000.00",,"1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00",,"1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00",,"1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00",,,,,,"1,000,000,000.00",,
Standup Guided Bomb Launcher I Blueprint,"1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00",,,"1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00",,,"1,000,000,000.00",,,"1,000,000,000.00",,
Standup Point Defense Battery I Blueprint,"1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00",,,"1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00",,,"1,000,000,000.00",,,"1,000,000,000.00",,
Apostle Blueprint,"1,000,000,000.00",,,,,,,,"1,000,000,000.00",,"1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00",,,,,,,,,,,,,,
Minokawa Blueprint,"1,000,000,000.00",,"1,000,000,000.00","1,000,000,000.00","1,000,000,000.00",,,,,,,,,,,,,,,,,,,,,,,"1,000,000,000.00",,
Ninazu Blueprint,"1,000,000,000.00",,,,,,,,,,,,,,,,"1,000,000,000.00",,"1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00",,,,,,,,
Lif Blueprint,"1,000,000,000.00",,,,,"1,000,000,000.00","1,000,000,000.00","1,000,000,000.00",,,,,,,,,,,,,,,,,,,,,,
Standup Invention Lab I Blueprint,"1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00",,,"1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00",,,"1,000,000,000.00",,,"1,000,000,000.00",,
Standup Manufacturing Plant I Blueprint,"1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00",,,"1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00",,,"1,000,000,000.00",,,"1,000,000,000.00",,
Standup Research Lab I Blueprint,"1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00",,,"1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00",,,"1,000,000,000.00",,,"1,000,000,000.00",,
Typhoon Blueprint,"975,000,000.00",,,,,"975,000,000.00","975,000,000.00","975,000,000.00",,,,,,,,,,,,,,,,,,,,,,
Orca Blueprint,"900,000,000.00","900,000,000.00",,"900,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,
Capital Drone Bay Blueprint,"872,279,600.00",,,,,,,,,,,,,,,,"872,279,600.00",,"872,279,600.00","872,279,600.00","872,279,600.00","872,279,600.00",,,,,,,,
Capital Cargo Bay Blueprint,"833,702,400.00",,"833,702,400.00","833,702,400.00","833,702,400.00","833,702,400.00","833,702,400.00","833,702,400.00","833,702,400.00",,"833,702,400.00","833,702,400.00","833,702,400.00","833,702,400.00","833,702,400.00","833,702,400.00","833,702,400.00",,"833,702,400.00","833,702,400.00","833,702,400.00","833,702,400.00",,,,,,"833,702,400.00",,
Quantum Flux Generator 3 Blueprint,"750,000,000.00",,"750,000,000.00","750,000,000.00","750,000,000.00","750,000,000.00","750,000,000.00","750,000,000.00","750,000,000.00",,"750,000,000.00","750,000,000.00","750,000,000.00","750,000,000.00","750,000,000.00","750,000,000.00","750,000,000.00",,"750,000,000.00","750,000,000.00","750,000,000.00","750,000,000.00",,,,,,"750,000,000.00",,
Survey Networks 3 Blueprint,"750,000,000.00",,"750,000,000.00","750,000,000.00","750,000,000.00","750,000,000.00","750,000,000.00","750,000,000.00","750,000,000.00",,"750,000,000.00","750,000,000.00","750,000,000.00","750,000,000.00","750,000,000.00","750,000,000.00","750,000,000.00",,"750,000,000.00","750,000,000.00","750,000,000.00","750,000,000.00",,,,,,"750,000,000.00",,
Talos Blueprint,"650,000,000.00",,,,,,,,,,,,,,,,"650,000,000.00",,"650,000,000.00","650,000,000.00","650,000,000.00","650,000,000.00",,,,,,,,
Oracle Blueprint,"625,000,000.00",,,,,,,,"625,000,000.00",,"625,000,000.00","625,000,000.00","625,000,000.00","625,000,000.00","625,000,000.00","625,000,000.00",,,,,,,,,,,,,,
Ore Prospecting Array 4 Blueprint,"625,000,000.00",,"625,000,000.00","625,000,000.00","625,000,000.00","625,000,000.00","625,000,000.00","625,000,000.00","625,000,000.00",,"625,000,000.00","625,000,000.00","625,000,000.00","625,000,000.00","625,000,000.00","625,000,000.00","625,000,000.00",,"625,000,000.00","625,000,000.00","625,000,000.00","625,000,000.00",,,,,,"625,000,000.00",,
Naga Blueprint,"615,000,000.00",,"615,000,000.00","615,000,000.00","615,000,000.00",,,,,,,,,,,,,,,,,,,,,,,"615,000,000.00",,
Myrmidon Blueprint,"600,000,000.00",,,,,,,,,,,,,,,,"600,000,000.00",,"600,000,000.00","600,000,000.00","600,000,000.00","600,000,000.00",,,,,,,,
Porpoise Blueprint,"600,000,000.00","600,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clone Vat Bay I Blueprint,"598,328,800.00",,"598,328,800.00","598,328,800.00","598,328,800.00","598,328,800.00","598,328,800.00","598,328,800.00","598,328,800.00",,"598,328,800.00","598,328,800.00","598,328,800.00","598,328,800.00","598,328,800.00","598,328,800.00","598,328,800.00",,"598,328,800.00","598,328,800.00","598,328,800.00","598,328,800.00",,,,,,"598,328,800.00",,
Tornado Blueprint,"592,000,000.00",,,,,"592,000,000.00","592,000,000.00","592,000,000.00",,,,,,,,,,,,,,,,,,,,,,
Harbinger Blueprint,"585,000,000.00",,,,,,,,"585,000,000.00",,"585,000,000.00","585,000,000.00","585,000,000.00","585,000,000.00","585,000,000.00","585,000,000.00",,,,,,,,,,,,,,
Drake Blueprint,"580,000,000.00",,"580,000,000.00","580,000,000.00","580,000,000.00",,,,,,,,,,,,,,,,,,,,,,,"580,000,000.00",,
Brutix Blueprint,"570,000,000.00",,,,,,,,,,,,,,,,"570,000,000.00",,"570,000,000.00","570,000,000.00","570,000,000.00","570,000,000.00",,,,,,,,
Hurricane Blueprint,"565,000,000.00",,,,,"565,000,000.00","565,000,000.00","565,000,000.00",,,,,,,,,,,,,,,,,,,,,,
Prophecy Blueprint,"555,000,000.00",,,,,,,,"555,000,000.00",,"555,000,000.00","555,000,000.00","555,000,000.00","555,000,000.00","555,000,000.00","555,000,000.00",,,,,,,,,,,,,,
Ferox Blueprint,"540,000,000.00",,"540,000,000.00","540,000,000.00","540,000,000.00",,,,,,,,,,,,,,,,,,,,,,,"540,000,000.00",,
Cyclone Blueprint,"525,000,000.00",,,,,"525,000,000.00","525,000,000.00","525,000,000.00",,,,,,,,,,,,,,,,,,,,,,
Siege Module I Blueprint,"522,349,680.00",,"522,349,680.00","522,349,680.00","522,349,680.00","522,349,680.00","522,349,680.00","522,349,680.00","522,349,680.00",,"522,349,680.00","522,349,680.00","522,349,680.00","522,349,680.00","522,349,680.00","522,349,680.00","522,349,680.00",,"522,349,680.00","522,349,680.00","522,349,680.00","522,349,680.00",,,,,,"522,349,680.00",,
Triage Module I Blueprint,"522,349,680.00",,"522,349,680.00","522,349,680.00","522,349,680.00","522,349,680.00","522,349,680.00","522,349,680.00","522,349,680.00",,"522,349,680.00","522,349,680.00","522,349,680.00","522,349,680.00","522,349,680.00","522,349,680.00","522,349,680.00",,"522,349,680.00","522,349,680.00","522,349,680.00","522,349,680.00",,,,,,"522,349,680.00",,
Industrial Core I Blueprint,"522,349,680.00",,"522,349,680.00","522,349,680.00","522,349,680.00","522,349,680.00","522,349,680.00","522,349,680.00","522,349,680.00",,"522,349,680.00","522,349,680.00","522,349,680.00","522,349,680.00","522,349,680.00","522,349,680.00","522,349,680.00",,"522,349,680.00","522,349,680.00","522,349,680.00","522,349,680.00",,,,,,"522,349,680.00",,
Infrastructure Hub Blueprint,"500,000,000.00",,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,,,,"500,000,000.00",,
X-Large Ship Maintenance Array Blueprint,"500,000,000.00",,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,,,,"500,000,000.00",,
Supercapital Ship Assembly Array Blueprint,"500,000,000.00",,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,,,,"500,000,000.00",,
Amarr Control Tower Blueprint,"500,000,000.00",,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,,,,"500,000,000.00",,
Caldari Control Tower Blueprint,"500,000,000.00",,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,,,,"500,000,000.00",,
Gallente Control Tower Blueprint,"500,000,000.00",,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,,,,"500,000,000.00",,
Minmatar Control Tower Blueprint,"500,000,000.00",,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,,,,"500,000,000.00",,
Pirate Detection Array 2 Blueprint,"500,000,000.00",,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,,,,"500,000,000.00",,
Quantum Flux Generator 2 Blueprint,"500,000,000.00",,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,,,,"500,000,000.00",,
Ore Prospecting Array 3 Blueprint,"500,000,000.00",,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,,,,"500,000,000.00",,
Survey Networks 2 Blueprint,"500,000,000.00",,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,,,,"500,000,000.00",,
Cynosural Navigation Blueprint,"500,000,000.00",,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,,,,"500,000,000.00",,
Entrapment Array 1 Blueprint,"500,000,000.00",,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,,,,"500,000,000.00",,
Standup XL Energy Neutralizer I Blueprint,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,"500,000,000.00",,,"500,000,000.00",,
Standup Heavy Energy Neutralizer I Blueprint,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,"500,000,000.00",,,"500,000,000.00",,
Standup L-Set Ammunition Manufacturing Efficiency I Blueprint,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,"500,000,000.00",,,"500,000,000.00",,
Standup L-Set Basic Large Ship Manufacturing Efficiency I Blueprint,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,"500,000,000.00",,,"500,000,000.00",,
Standup L-Set Advanced Large Ship Manufacturing Efficiency I Blueprint,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,"500,000,000.00",,,"500,000,000.00",,
Standup L-Set Equipment Manufacturing Efficiency I Blueprint,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,"500,000,000.00",,,"500,000,000.00",,
Standup L-Set Advanced Component Manufacturing Efficiency I Blueprint,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,"500,000,000.00",,,"500,000,000.00",,
Standup L-Set Missile Flight Processor I Blueprint,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,"500,000,000.00",,,"500,000,000.00",,
Standup L-Set Energy Neutralizer Feedback Control I Blueprint,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,"500,000,000.00",,,"500,000,000.00",,
Standup L-Set EW Expert System I Blueprint,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,"500,000,000.00",,,"500,000,000.00",,
Standup L-Set Bomb Aimer I Blueprint,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,"500,000,000.00",,,"500,000,000.00",,
Standup L-Set Point Defense Battery Control I Blueprint,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,"500,000,000.00",,,"500,000,000.00",,
Standup L-Set Target Acquisition Array I Blueprint,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,"500,000,000.00",,,"500,000,000.00",,
Standup L-Set Ore Grading Processor I Blueprint,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,"500,000,000.00",,,"500,000,000.00",,
Standup L-Set Ice Grading Processor I Blueprint,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,"500,000,000.00",,,"500,000,000.00",,
